sentence;cleanliness;food/drinks;location;room amenities;staff;other
Reception was very friendly and hotel is very close to beach and center of town.;0;0;0;0;1;0
We were able to park in front of our room.;0;0;0;1;0;0
A perfect place to stay.;0;0;0;0;0;0
My Husband and I spent two days last week at Motel de la Mer in Napier and enjoyed it very much.;0;0;0;0;0;1
Our hosts were friendly and helpful.;0;0;0;0;1;0
We stayed in a ground floor serviced unit with a huge spa bath.;0;0;0;0;1;0
The king sized bed was warm and comfortable and the unit was spotlessly clean.;1;0;0;0;0;0
It was walking distance from many good restaurants and only two blocks from town and had lovely sea views.It was very quiet in spite of being on a main road.;0;0;1;0;0;0
Very nice furnishings in room.;0;0;0;1;0;0
Nice bathrooms.;0;0;0;1;0;0
TV is a bit outdated.;0;0;0;1;0;0
Very clean and tidy.;1;0;0;0;0;0
Balcony and view was the best.;0;0;0;1;0;0
Beautiful room with everything you need.;0;0;0;1;0;0
Very comfortable will definitely stay here again.;0;0;0;0;0;0
Awesome friendly service  on arrival I received a room uparade.;0;0;0;1;1;0
Great room with an enormous spa bath.;0;0;0;1;0;0
Amazing view of the water and close to town.;0;0;0;0;0;0
Ok. Good location handy to walk to restaurants with sea views.;0;0;1;0;0;0
Average accomodation nothing special but very clean.;1;0;0;0;0;0
We stayed in an ocean view apartment for 4 nights... the apartment was a decent size  and with a small kitchenette as well all very clean and well maintained.;1;0;0;0;0;0
The staff were all friendly and helpful would recommend booking If you want somewhere that is just a short walk into Napier town.;0;0;1;0;1;0
We spent a night here on our New Zealand road trip.;0;0;0;0;0;1
Very pleasant motel room contained everything we needed.;0;0;0;1;0;0
Very good price- happy to recommend;0;0;0;0;0;0
Fabulous!!!;0;0;0;0;0;0
Love the Nautilus perfect location facilities and great restaurant.;0;0;1;0;0;0
Lovely service ;0;0;0;0;1;0
Excellent location view across the beach nice spa in the room nice bathroom very comfortable lounge fairly quiet AC.;0;0;0;1;0;0
Only small thing wrong was no hairdryer;0;0;0;1;0;0
I was so surprised when I went inside the room to discover how large the space was.;0;0;0;1;0;0
Everything was generous and comfortable.;0;0;0;0;0;0
The bed was really comfortable.;0;0;0;0;0;0
Loved the spa bath in the room.;0;0;0;1;0;0
Wonderful having a deck to enjoy the view of the ocean.;0;0;0;0;0;0
Ordered room service .....prompt and delicious.;0;0;0;1;1;0
Excellent upto date room with great views.;0;0;0;1;0;0
Made the short stay more enjoyable.;0;0;0;0;0;0
A lift would of been good had abit of stuff to carry up to 3rd floor the head bord made  squeaking noises every time I moved and couldn’t get The Edge music channel otherwise I really enjoyed my stay and would stay again ✅;0;0;0;0;0;1
Great value for money.;0;0;0;0;0;1
Very warm welcome great accommodation with lounge area and separate  bedroom with spa bath.;0;0;1;0;0;0
Roomy bathroom with a large shower.Very comfortable bed.;0;0;0;1;0;0
Very quite area with a view onto Marine parade;0;0;1;0;0;0
Excellent value for money - loved the big spa bath!! !;0;0;0;0;0;1
Loved it best one on that road to date.;0;0;0;0;0;0
Will stay again if the price is right;0;0;0;0;0;1
Loved every bit of our stay.;0;0;0;0;0;0
It was just me  my two young children.;0;0;0;0;0;0
The food in room service was absolutely on point ;0;1;0;1;1;0
Comfy clean and cosy.;1;0;0;0;0;0
Staff very helpful and offered to make arrangement due to my late arrival;0;0;0;0;1;0
Exactly what we were after.;0;0;0;0;0;0
Very clean and comfortable.;1;0;0;0;0;0
Great venue very well appointed.Large studio with plenty of room;0;0;0;1;0;0
Friendly staff - nice facilities.;0;0;0;0;1;0
Room smelt a little musty.;0;0;0;1;0;0
Otherwise nice unit providing everything needed for a stay away.;0;0;1;1;1;0
Impressed with the room size and the bathroom.;0;0;0;1;0;0
Very clean and tidy.;1;0;0;0;0;0
Loved that we could sit outside on our own private space.;0;0;0;0;0;0
Very nice room with better facilities than we were expecting.;0;0;0;1;0;0
Clean and tidy.;1;0;0;0;0;0
Upgraded on arrival so that was nice.;0;0;0;0;0;0
Private little deck with seating / table off bedroom.;0;0;0;0;0;0
Very nice hotel.;0;0;0;0;0;0
First when we step into the room it was smell so nice and relax.;1;0;0;1;0;0
Bargain for the price!;0;0;0;0;0;0
Real cheap and great value.;0;0;0;0;0;0
Nice and quiet.;0;0;0;0;0;0
Love the room decorations.;0;0;0;1;0;0
Definitely will come back again!;0;0;0;0;0;0
Worked well with 2 adults and 3 under fives.;0;0;0;0;0;0
Having the small deck and private outdoor space provided some escape.;0;0;0;0;0;0
I would stay again.;0;0;0;0;0;0
Cosy motel with lovely spa bath.;0;0;0;0;0;1
Very friendly staff.;0;0;0;0;1;0
A small oven would be great.;0;0;1;1;1;0
Lovely stay definitely coming back;0;0;0;0;0;0
Great location.;0;0;1;0;0;0
Can park outside the door of unit.;0;0;0;0;0;0
The little things like coffee plunger two tv’s and good toiletries were appreciated.;0;1;0;1;0;0
Comfortable bed;0;0;0;0;0;0
Fantastic place to stay.;0;0;0;0;0;0
Great for the family also.;0;0;0;0;0;0
Nice little place close to beach bike rentals restaurants owner friendly once he warms to you;0;0;0;0;1;0
The room was spacious enough for our family.;0;0;0;1;0;0
Beds were comfortable.;0;0;0;0;0;0
Everything clean and in working order.;1;0;0;0;0;0
I think we had the 'accessible' unit so low benches etc which wasn't a problem as we were only staying one night.;0;0;0;0;0;0
It had an outdoor area which was nice as the evening we were there was quite warm.;0;0;1;0;0;0
A short walk to find a variety of eating options even on a Sunday night.;0;0;1;0;0;0
Friendly staff member who offered a milk carton to me on arrival - kiwiana at its best.;0;0;0;0;1;0
She even walked me firstly to my car park which was coned off for my vehicle and then showed us to our room.;0;0;1;1;0;0
Would be a great place to stay in summer as opposite the water and kids playground.;0;0;0;0;0;0
You can walk into town easily and out for dinner so you can enjoy a wine without having to drive.;0;1;1;0;0;0
Good value for money here also.;0;0;0;0;0;0
Nice place to stay.;0;0;0;0;0;0
Beautiful views looking out to sea.;0;0;0;0;0;1
Need to fix reception on tv has was very bad;0;0;0;1;1;0
Lovely and close to everything.;0;0;0;0;0;0
Staff were lovely just ashame we were woken by other guest and no spa or hot pools;0;0;0;0;1;0
Lovely hotel.;0;0;0;0;0;0
Good location.;0;0;1;0;0;0
Really enjoyed our stay here.;0;0;0;0;0;0
Good location and friendly staff.;0;0;1;0;1;0
Liked having park across the road for my granddaughter;0;0;1;1;1;0
The location is superb.;0;0;1;0;0;0
You can see both the sunrise and the sunset where the balcony is facing the shore.;0;0;0;1;0;0
Comfy and clean room.;1;0;0;1;0;0
Very friendly staff clean and tidy room close to the beach and city centre.;1;0;0;1;1;0
Comfortable rooms with nice facilities.;0;0;0;1;0;0
Great location on the beachfront and 5 minutes walk in to town.;0;0;1;0;0;0
The people were helpful and friendly the hotel close to the town with lovely views of the beach and activities from the balcony.;0;0;0;1;1;0
Nice clean hotel well located near beach front and aquarium.;1;0;1;0;0;0
Across tge road from the children park and bike park etc.;0;1;1;1;0;0
Small outdoor deck area that faces rge beach front.;0;0;1;0;0;0
Overall very satisfying stay.;0;0;0;0;0;0
Enjoyed our stay Comfortable Bed had a good night's sleep  Only down fall was no sink to fill up the jug had to use bathroom basin  Other than that was good.;0;0;0;1;0;0
Beware make sure you don't have a downstairs unit very noisy with footsteps and creaky floor above also sliding doors opening very loud.;0;0;0;0;0;1
Location fab.;0;0;1;0;0;0
The location of this hotel is excellent for exploring Napier and the surrounding area.;0;0;1;0;0;0
Host gave useful info for the local area and our onward journey.;0;0;1;0;0;0
Balcony would be nice in summer.;0;0;0;1;0;0
good value for money;0;0;0;0;0;0
The staff were very attentative and just couldn't do enough for you.;0;0;0;0;1;0
We enjoyed our stay at the Edgewater Lodge  very mjuch indeed.;0;0;0;0;0;0
Great location;0;0;1;0;0;0
Excellent motel.;0;0;0;0;0;0
Would recommend.;0;0;0;0;0;0
Clean comfortable and spacious modern rooms.;1;0;0;1;0;0
Great experience in an Art Deco hotel.;0;0;0;0;0;0
The staff was extremely helpful and attentive added to the property’s location on the beach front provided for a memorable stay.;0;0;1;0;1;0
Cool Art Deco hotel cool decor especially in the restaurant downstairs.;0;0;0;0;0;1
Would've been great but room quite light streetlights and noisy thin walls noisy plumbing so slept badly.;0;0;0;1;0;0
Perfect location for Napier;0;0;1;0;0;0
Mostly positive except for the second day breakfast when the service was very slow and the breakfast order was inaccurate;0;1;0;0;1;0
Lovely trip beautiful hotel.;0;0;0;0;0;0
Napier always a great place to visit.;0;0;0;0;0;0
Beautiful hotel with great facilities and in a very central location.;0;0;1;0;0;0
Weekend away with horse racing and syndicate friends. .;0;0;1;1;1;0
Nice period hotel just across the road from the sea front.;0;0;0;0;0;0
Lots of character and atmosphere while fittings such as the bathrooms are up to date practical and comfortable.;0;0;0;1;0;0
Staff very friendly attentive and helpful.;0;0;0;0;1;0
Excellent food.;0;1;0;0;0;0
It doesn't rest on its main selling point - Its Art Deco style and atmosphere - it excels as a hotel in its own right.;0;0;0;0;0;0
Beautiful hotel with loads of character and charm.;0;0;0;0;0;0
Great location and restaurant on site was quality.;0;0;1;0;0;0
Boutique - Small rooms and strange bathroom lay out that isn’t functional.;0;0;0;1;0;0
Stunning location.;0;0;1;0;0;0
Loved the ambience.;0;0;0;0;0;0
Will bring my husband back.;0;0;0;0;0;0
only two small irritations - door to deck banging - only secured when we asked.;0;1;1;1;1;0
Nice breakfast but served cold.;0;1;0;0;0;0
Great staywonderful.staff very helpful and cool decor;0;0;0;0;1;0
Amazing decor - really fits Napiers art deco history.;0;0;0;0;0;1
Great customer service good food options  Lived It!;0;1;0;0;1;0
Hotel itself was great but quite disappointed with our room.;0;0;0;1;0;0
It was small  had French doors that looked out onto a wall so it was quite dark.;0;0;0;0;0;0
Bathroom was so small you couldn't fit two people in it without manouvereing around each other.;0;0;0;1;0;0
Service  cleanliness was fine loved the art deco decor.;0;0;0;0;1;0
Close to where i needed to be no worries at all with room or service;0;0;0;1;1;0
Good hotel.........rooms are just a bit small though.;0;0;0;1;0;0
Room was ok but bed had a hard side/part and bathroom was small.;0;0;0;1;0;0
Shower was slick and hard to crawl up into with touchy temp control.;0;0;0;1;0;0
Came from the  USA to shop see the  sights plus the beach.;0;0;0;0;0;0
Had a wonderful time.;0;0;0;0;0;0
Excellent hotel.;0;0;0;0;0;0
Would highly recommend this to other travellers.;0;0;0;0;0;0
Wonderful place to stay.;0;0;0;0;0;0
We had a very good view and the location was superb.;0;0;1;0;0;0
Last minute travel to attend a funeral Lost a good friend Sad occasion These folk went out of their way in every respect Thank you..... you all were so helpful Max  Judy P;0;0;0;0;0;0
Nice hotel.;0;0;0;0;0;0
Not bad for the money.;0;0;0;0;0;0
Needs aircon but overall thumbs up!;0;0;0;1;0;0
The Masonic Art Deco Hotel exceeded my expectations.;0;0;0;0;0;0
It's such a lovely cozy place.;0;0;0;0;0;0
Right in the city center on the beautiful Marine Parade.;0;0;0;0;0;0
I had a room with a view with direct access to the terrace.;0;0;0;1;0;0
The only disadvantage were the noisy guests till past midnight on the terrace...;0;0;0;0;0;0
Very nice motel staff who were friendly and helpful.;0;0;0;0;1;0
Would willingly stay here again.;0;0;0;0;0;0
Noisy and right on the road.;0;0;0;0;0;1
Friendly staff : Room had strong smell to it Very basic but reasonably clean and tidy and had everything you need;1;0;0;1;1;0
Very basic quite soulless and uninviting.;0;0;0;0;0;0
Close to a busy road witha lot of traffic noise first thing in the morning.;0;0;0;0;0;1
Owner pleasant.;0;0;0;0;0;0
Cleaner let herself in without knocking an hour before checkout time.;1;0;0;1;0;0
It was comfortable pleasant surrounding just unfortunate that it’s not pet friendly anymore;0;0;0;0;1;0
Nice room.;0;0;0;1;0;0
Bit noisy outside when I first arrived but it quieted down as night fell.;0;0;0;0;0;0
Bit of noise from the road from trucks going past.;0;0;0;0;0;0
Shower worked well.;0;0;0;1;0;0
Good kitchen facilities.;0;0;0;1;0;0
Very happy with the room and the staff were very helpful for the price i would recommend this motel to friends and family and others. Thanks;0;0;0;1;1;0
Staff obliging room was warm and had most facilities.;0;0;0;1;1;0
Bed was a bit over springy but was warm.;0;0;0;0;0;0
cutlery was quite cheap.;0;0;0;0;0;0
Overall was quite comfortable to stay in.;0;0;0;0;0;0
Everything was good.;0;0;0;0;0;0
No real complaints just that the bed was a little small for 2 people.;0;0;0;0;0;1
internet not wonderful needs a chain on the hand baron plug and toaster needs a handle on the lever but motel very clean but quite old and no heat pump;1;0;0;0;0;0
Came for a night and decided to stay for 2.;0;0;0;0;0;0
Had to change rooms between nights but that was fine considering the short notice.;0;0;0;1;0;0
Everything was fine.;0;0;0;0;0;0
Only stayed over night.;0;0;0;0;0;0
Big bathroom.;0;0;0;1;0;0
Kitchen facilities.;0;0;0;1;0;0
Comfortable bed.;0;0;0;0;0;0
I wanted a cheap clean motel for the last night of our trip and that is what this motel is.;1;0;0;0;0;0
The kids play area looks more like someone's run down back yard but my son still liked it.;0;0;1;0;0;0
Very basic but you get what you pay for - was very cheap as well.;0;0;0;0;0;1
Good location out over the estuary area  it’s on the main toad out of town so can get quite busy;0;0;1;0;0;0
Fairly tidy altho could do with a spruce up.Wet floor shower/bathroom.priced to suit for what you get;1;0;0;1;0;0
The anchorage is situated in a brilliant location overlooking the water.;0;0;1;0;0;0
It is a short walk to the restaurants and not far from Napier.;0;0;1;0;0;0
Easy check-in.;0;0;0;0;0;1
Great having an elevator.;0;0;0;0;0;1
Nice view and convenient location.;0;0;1;0;0;0
Relaxing;0;0;0;0;0;0
Very close to local bars  and nice view from room.;0;1;0;1;0;0
Planned to watch the rugby and local bar and didn't want to worry about drinking and driving.;0;1;0;0;0;0
However I wished I left my car and the hotel carpark as I ended up getting a 60 parking ticket which I was not aware of as a reserved carpark.;0;0;0;0;0;0
But overall highly recommend this hotel.;0;0;0;0;0;0
Nice and clean and spacious;1;0;0;0;0;0
Wonderful stay;0;0;0;0;0;0
Staff very helpful and great location easy to get to from airport;0;0;1;0;1;0
Wonderful clean and presented room.;1;0;0;1;0;0
Super location to bars and water.;0;1;1;0;0;0
The carpet in the kitchen was damp therefore there was a yukky smell in our unit.;1;0;0;1;0;0
