sentence;cleanliness;food/drinks;location;room amenities;staff;other
A lift would of been good had abit of stuff to carry up to 3rd floor the head bord made  squeaking noises every time I moved and couldn’t get The Edge music channel otherwise I really enjoyed my stay and would stay again ✅;-;-;-;-;-;-
Great value for money.;-;-;-;-;-;-
Very warm welcome great accommodation with lounge area and separate  bedroom with spa bath.;-;-;positive;-;-;-
Roomy bathroom with a large shower.Very comfortable bed.;-;-;-;positive;-;-
Very quite area with a view onto Marine parade;-;-;positive;-;-;-
Excellent value for money - loved the big spa bath!! !;-;-;-;-;-;-
Loved it best one on that road to date.;-;-;-;-;-;-
Will stay again if the price is right;-;-;-;-;-;-
Loved every bit of our stay.;-;-;-;-;-;-
It was just me  my two young children.;-;-;-;-;-;-
The food in room service was absolutely on point ;-;-;-;-;-;-
Comfy clean and cosy.;positive;-;-;-;-;-
Staff very helpful and offered to make arrangement due to my late arrival;-;-;-;-;positive;-
Exactly what we were after.;-;-;-;-;-;-
Very clean and comfortable.;positive;-;-;-;-;-
Great venue very well appointed.Large studio with plenty of room;-;-;-;positive;-;-
Friendly staff - nice facilities.;-;-;-;-;positive;-
Room smelt a little musty.;-;-;-;-;-;-
Otherwise nice unit providing everything needed for a stay away.;-;-;negative;negative;negative;-
Impressed with the room size and the bathroom.;-;-;-;positive;-;-
Very clean and tidy.;positive;-;-;-;-;-
Loved that we could sit outside on our own private space.;-;-;-;-;-;-
Very nice room with better facilities than we were expecting.;-;-;-;positive;-;-
Clean and tidy.;positive;-;-;-;-;-
Upgraded on arrival so that was nice.;-;-;-;-;-;-
Private little deck with seating / table off bedroom.;-;-;-;-;-;-
Very nice hotel.;-;-;-;-;-;-
First when we step into the room it was smell so nice and relax.;-;-;-;-;-;-
Bargain for the price!;-;-;-;-;-;-
Real cheap and great value.;-;-;-;-;-;-
Nice and quiet.;-;-;-;-;-;-
Love the room decorations.;-;-;-;positive;-;-
Definitely will come back again!;-;-;-;-;-;-
Worked well with 2 adults and 3 under fives.;-;-;-;-;-;-
Having the small deck and private outdoor space provided some escape.;-;-;-;-;-;-
I would stay again.;-;-;-;-;-;-
Cosy motel with lovely spa bath.;-;-;-;-;-;-
Very friendly staff.;-;-;-;-;positive;-
A small oven would be great.;-;-;positive;positive;positive;-
Lovely stay definitely coming back;-;-;-;-;-;-
Great location.;-;-;positive;-;-;-
Can park outside the door of unit.;-;-;-;-;-;-
The little things like coffee plunger two tv’s and good toiletries were appreciated.;-;positive;-;positive;-;-
Comfortable bed;-;-;-;-;-;-
Fantastic place to stay.;-;-;-;-;-;-
Great for the family also.;-;-;-;-;-;-
Nice little place close to beach bike rentals restaurants owner friendly once he warms to you;-;-;-;-;negative;-
The room was spacious enough for our family.;-;-;-;positive;-;-
Beds were comfortable.;-;-;-;-;-;-
Everything clean and in working order.;positive;-;-;-;-;-
I think we had the 'accessible' unit so low benches etc which wasn't a problem as we were only staying one night.;-;-;-;-;-;-
It had an outdoor area which was nice as the evening we were there was quite warm.;-;-;positive;-;-;-
A short walk to find a variety of eating options even on a Sunday night.;-;-;positive;-;-;-
Friendly staff member who offered a milk carton to me on arrival - kiwiana at its best.;-;-;-;-;positive;-
She even walked me firstly to my car park which was coned off for my vehicle and then showed us to our room.;-;-;positive;positive;-;-
Would be a great place to stay in summer as opposite the water and kids playground.;-;-;-;-;-;-
You can walk into town easily and out for dinner so you can enjoy a wine without having to drive.;-;positive;positive;-;-;-
Good value for money here also.;-;-;-;-;-;-
Nice place to stay.;-;-;-;-;-;-
Beautiful views looking out to sea.;-;-;-;-;-;-
Need to fix reception on tv has was very bad;-;-;-;negative;negative;-
Lovely and close to everything.;-;-;-;-;-;-
Staff were lovely just ashame we were woken by other guest and no spa or hot pools;-;-;-;-;negative;-
Lovely hotel.;-;-;-;-;-;-
Good location.;-;-;-;-;-;-
Really enjoyed our stay here.;-;-;-;-;-;-
Good location and friendly staff.;-;-;positive;-;positive;-
Liked having park across the road for my granddaughter;-;-;positive;positive;positive;-
The location is superb.;-;-;positive;-;-;-
You can see both the sunrise and the sunset where the balcony is facing the shore.;-;-;-;positive;-;-
Comfy and clean room.;positive;-;-;positive;-;-
Very friendly staff clean and tidy room close to the beach and city centre.;positive;-;-;positive;positive;-
Comfortable rooms with nice facilities.;-;-;-;positive;-;-
Great location on the beachfront and 5 minutes walk in to town.;-;-;positive;-;-;-
The people were helpful and friendly the hotel close to the town with lovely views of the beach and activities from the balcony.;-;-;-;positive;positive;-
Nice clean hotel well located near beach front and aquarium.;positive;-;positive;-;-;-
Across tge road from the children park and bike park etc.;-;positive;positive;positive;-;-
Small outdoor deck area that faces rge beach front.;-;-;negative;-;-;-
Overall very satisfying stay.;-;-;-;-;-;-
Enjoyed our stay Comfortable Bed had a good night's sleep  Only down fall was no sink to fill up the jug had to use bathroom basin  Other than that was good.;-;-;-;positive;-;-
Beware make sure you don't have a downstairs unit very noisy with footsteps and creaky floor above also sliding doors opening very loud.;-;-;-;-;-;-
Location fab.;-;-;positive;-;-;-
The location of this hotel is excellent for exploring Napier and the surrounding area.;-;-;positive;-;-;-
Host gave useful info for the local area and our onward journey.;-;-;positive;-;-;-
Balcony would be nice in summer.;-;-;-;positive;-;-
good value for money;-;-;-;-;-;-
The staff were very attentative and just couldn't do enough for you.;-;-;-;-;positive;-
We enjoyed our stay at the Edgewater Lodge  very mjuch indeed.;-;-;-;-;-;-
Great location;-;-;positive;-;-;-
Excellent motel.;-;-;-;-;-;-
Would recommend.;-;-;-;-;-;-
Clean comfortable and spacious modern rooms.;positive;-;-;positive;-;-
Great experience in an Art Deco hotel.;-;-;-;-;-;-
The staff was extremely helpful and attentive added to the property’s location on the beach front provided for a memorable stay.;-;-;positive;-;positive;-
Cool Art Deco hotel cool decor especially in the restaurant downstairs.;-;-;-;-;-;-
Would've been great but room quite light streetlights and noisy thin walls noisy plumbing so slept badly.;-;-;-;negative;-;-
Perfect location for Napier;-;-;positive;-;-;-
Mostly positive except for the second day breakfast when the service was very slow and the breakfast order was inaccurate;-;negative;-;-;negative;-
Lovely trip beautiful hotel.;-;-;-;-;-;-
Napier always a great place to visit.;-;-;-;-;-;-
Beautiful hotel with great facilities and in a very central location.;-;-;positive;-;-;-
Weekend away with horse racing and syndicate friends. .;-;-;positive;positive;positive;-
Nice period hotel just across the road from the sea front.;-;-;-;-;-;-
Lots of character and atmosphere while fittings such as the bathrooms are up to date practical and comfortable.;-;-;-;positive;-;-
Staff very friendly attentive and helpful.;-;-;-;-;positive;-
Excellent food.;-;positive;-;-;-;-
It doesn't rest on its main selling point - Its Art Deco style and atmosphere - it excels as a hotel in its own right.;-;-;-;-;-;-
Beautiful hotel with loads of character and charm.;-;-;-;-;-;-
Great location and restaurant on site was quality.;-;-;positive;-;-;-
Boutique - Small rooms and strange bathroom lay out that isn’t functional.;-;-;-;negative;-;-
Stunning location.;-;-;positive;-;-;-
Loved the ambience.;-;-;-;-;-;-
Will bring my husband back.;-;-;-;-;-;-
only two small irritations - door to deck banging - only secured when we asked.;-;negative;negative;negative;negative;-
Nice breakfast but served cold.;-;negative;-;-;-;-
Great staywonderful.staff very helpful and cool decor;-;-;-;-;positive;-
Amazing decor - really fits Napiers art deco history.;-;-;-;-;-;-
Great customer service good food options  Lived It!;-;positive;-;-;positive;-
Hotel itself was great but quite disappointed with our room.;-;-;-;positive;-;-
It was small  had French doors that looked out onto a wall so it was quite dark.;-;-;-;-;-;-
Bathroom was so small you couldn't fit two people in it without manouvereing around each other.;-;-;-;negative;-;-
Service  cleanliness was fine loved the art deco decor.;-;-;-;-;positive;-
Close to where i needed to be no worries at all with room or service;-;-;-;positive;positive;-
Good hotel.........rooms are just a bit small though.;-;-;-;positive;-;-
Room was ok but bed had a hard side/part and bathroom was small.;-;-;-;negative;-;-
Shower was slick and hard to crawl up into with touchy temp control.;-;-;-;negative;-;-
Came from the  USA to shop see the  sights plus the beach.;-;-;-;-;-;-
Had a wonderful time.;-;-;-;-;-;-
Excellent hotel.;-;-;-;-;-;-
Would highly recommend this to other travellers.;-;-;-;-;-;-
Wonderful place to stay.;-;-;-;-;-;-
We had a very good view and the location was superb.;-;-;positive;-;-;-
Last minute travel to attend a funeral Lost a good friend Sad occasion These folk went out of their way in every respect Thank you..... you all were so helpful Max  Judy P;-;-;-;-;-;-
Nice hotel.;-;-;-;-;-;-
Not bad for the money.;-;-;-;-;-;-
Needs aircon but overall thumbs up!;-;-;-;positive;-;-
The Masonic Art Deco Hotel exceeded my expectations.;-;-;-;-;-;-
It's such a lovely cozy place.;-;-;-;-;-;-
Right in the city center on the beautiful Marine Parade.;-;-;-;-;-;-
I had a room with a view with direct access to the terrace.;-;-;-;positive;-;-
The only disadvantage were the noisy guests till past midnight on the terrace...;-;-;-;-;-;-
Very nice motel staff who were friendly and helpful.;-;-;-;-;negative;-
Would willingly stay here again.;-;-;-;-;-;-
Noisy and right on the road.;-;-;-;-;-;-
Friendly staff : Room had strong smell to it Very basic but reasonably clean and tidy and had everything you need;positive;-;-;positive;positive;-
Very basic quite soulless and uninviting.;-;-;-;-;-;-
Close to a busy road witha lot of traffic noise first thing in the morning.;-;-;-;-;-;-
Owner pleasant.;-;-;-;-;-;-
Cleaner let herself in without knocking an hour before checkout time.;negative;-;-;negative;-;-
It was comfortable pleasant surrounding just unfortunate that it’s not pet friendly anymore;-;-;-;-;negative;-
Nice room.;-;-;-;positive;-;-
Bit noisy outside when I first arrived but it quieted down as night fell.;-;-;-;-;-;-
Bit of noise from the road from trucks going past.;-;-;-;-;-;-
Shower worked well.;-;-;-;positive;-;-
Good kitchen facilities.;-;-;-;positive;-;-
Very happy with the room and the staff were very helpful for the price i would recommend this motel to friends and family and others. Thanks;-;-;-;positive;positive;-
Staff obliging room was warm and had most facilities.;-;-;-;positive;positive;-
Bed was a bit over springy but was warm.;-;-;-;-;-;-
cutlery was quite cheap.;-;-;-;-;-;-
Overall was quite comfortable to stay in.;-;-;-;-;-;-
Everything was good.;-;-;-;-;-;-
No real complaints just that the bed was a little small for 2 people.;-;-;-;-;-;-
internet not wonderful needs a chain on the hand baron plug and toaster needs a handle on the lever but motel very clean but quite old and no heat pump;negative;-;-;-;-;-
Came for a night and decided to stay for 2.;-;-;-;-;-;-
Had to change rooms between nights but that was fine considering the short notice.;-;-;-;negative;-;-
Everything was fine.;-;-;-;-;-;-
Only stayed over night.;-;-;-;-;-;-
Big bathroom.;-;-;-;positive;-;-
Kitchen facilities.;-;-;-;negative;-;-
Comfortable bed.;-;-;-;-;-;-
I wanted a cheap clean motel for the last night of our trip and that is what this motel is.;negative;-;-;-;-;-
The kids play area looks more like someone's run down back yard but my son still liked it.;-;-;negative;-;-;-
Very basic but you get what you pay for - was very cheap as well.;-;-;-;-;-;-
Good location out over the estuary area  it’s on the main toad out of town so can get quite busy;-;-;positive;-;-;-
Fairly tidy altho could do with a spruce up.Wet floor shower/bathroom.priced to suit for what you get;-;-;-;-;-;-
The anchorage is situated in a brilliant location overlooking the water.;-;-;positive;-;-;-
It is a short walk to the restaurants and not far from Napier.;-;-;positive;-;-;-
Easy check-in.;-;-;-;-;-;-
Great having an elevator.;-;-;-;-;-;-
Nice view and convenient location.;-;-;positive;-;-;-
Relaxing;-;-;-;-;-;-
Very close to local bars  and nice view from room.;-;positive;-;positive;-;-
Planned to watch the rugby and local bar and didn't want to worry about drinking and driving.;-;positive;-;-;-;-
However I wished I left my car and the hotel carpark as I ended up getting a 60 parking ticket which I was not aware of as a reserved carpark.;-;-;-;-;-;-
But overall highly recommend this hotel.;-;-;-;-;-;-
Nice and clean and spacious;positive;-;-;-;-;-
Wonderful stay;-;-;-;-;-;-
Staff very helpful and great location easy to get to from airport;-;-;positive;-;positive;-
